time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-19 09:30:00-05:00,MLTrader,6f4c83b395684a1f8a7b6fff78645775,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,6f4c83b395684a1f8a7b6fff78645775,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,128.0,0.0
2023-04-10 09:30:00-04:00,MLTrader,70cb94be7fcf48098a1c28598d5c9ebf,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MLTrader,70cb94be7fcf48098a1c28598d5c9ebf,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,183.0,0.0
2023-06-01 09:30:00-04:00,MLTrader,a534aec3068a487cb11850cc1e3f7616,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-01 09:30:00-04:00,MLTrader,871cc22278df46e4b482c71f79763b61,SPY,buy,stop,fill,1,day,0.0,1,stock,428.2959838867188,128.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,5ee8ff56cbc9401a822f3acea39ed67f,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,5d30cb9b480943fea6d32118c3ab6286,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,626e951a33354492a980a2db81770243,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,ea80dc4b032a49b7a51f0e498dbea850,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,626e951a33354492a980a2db81770243,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,183.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,ea80dc4b032a49b7a51f0e498dbea850,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,199.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,bec45957357246398b74dde0ed087adb,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,04d21614cc024689b87009ccc47e1b56,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,72f8bacfe31b47639bec8ddeab8b9c23,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,212afe85e89247d795d7533cb5206b31,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,72f8bacfe31b47639bec8ddeab8b9c23,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,199.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,212afe85e89247d795d7533cb5206b31,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,7.0,0.0
2023-06-29 09:30:00-04:00,MLTrader,b5c88187b64a4efa8e959d0f65d532ef,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MLTrader,b5c88187b64a4efa8e959d0f65d532ef,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,109.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,fdc2650fa55a45b69ebfdcbf0163adc9,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,fdc2650fa55a45b69ebfdcbf0163adc9,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,159.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,3429cf15070848a8b5da477d55a7d868,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,3429cf15070848a8b5da477d55a7d868,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,244.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,62beaf36143047d0a52f5b85ec46a044,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MLTrader,62beaf36143047d0a52f5b85ec46a044,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.17999267578125,368.0,0.0
2023-09-08 09:30:00-04:00,MLTrader,8207929fab9d4760949a29a632ef0703,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,8207929fab9d4760949a29a632ef0703,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,547.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,5834ab030a944a749254ec803b9c0fa7,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,5834ab030a944a749254ec803b9c0fa7,SPY,sell,market,fill,1,gtc,0.0,1,stock,433.1400146484375,843.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,b17b333ed7bb4579bc61a1b78551156e,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,b17b333ed7bb4579bc61a1b78551156e,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,1247.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,a9a306ef6bad478fb1b03fd907cd5388,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,8ebbfbb56d7c47419858bc99a7e541c6,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,beb7af1f0390419ca71729ac45a2d04c,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,4148cde2433f47649ae894a97b2e1eb2,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,812c2b4efd4b405099a42c394c7e60a6,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,69e67d34404d4656a996c4a5cc9b1742,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,3a4a1a47c3804e86b9be3214acbb0ca3,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,1522603624884d4492f554f769ff7837,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,3fe2d45714474c9685a51b806e19401d,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,a0879183bcd84bad88fe94c152f91922,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,c7236c44193a440fa2da8ee8d44df6f0,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,65bef08a432c42c9b42ff32d453f1f57,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,4b8c9c9daa9e419db1f6da679612d9c6,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,936448b55cc447c99a4eed63ea0803b9,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,61406f1a4e84426f91fcb28fee178382,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,8489a0a7765644d68c85c509200cedfa,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,86e08f1454504f7cae9330af50e02152,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,650a22f6b97c4703a6af075e666c232a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,86e08f1454504f7cae9330af50e02152,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,3524.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,650a22f6b97c4703a6af075e666c232a,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,1829.0,0.0
