datetime,portfolio_value,cash,return
2023-11-24 09:30:00-05:00,100000.0,100000.0,
2023-11-25 09:30:00-05:00,100000.0,100000.0,0.0
2023-11-27 09:30:00-05:00,100000.0,100000.0,0.0
2023-11-28 09:30:00-05:00,100062.70080566406,150011.49932861328,0.0006270080566406211
2023-11-29 09:30:00-05:00,99725.0,150011.49932861328,-0.003374891972183769
2023-11-30 09:30:00-05:00,99908.69812011719,150011.49932861328,0.001842046829954258
2023-12-01 09:30:00-05:00,99876.80053710938,150011.49932861328,-0.0003192673271497082
2023-12-02 09:30:00-05:00,99876.80053710938,150011.49932861328,0.0
2023-12-04 09:30:00-05:00,99895.49865722656,150011.49932861328,0.0001872118451595739
2023-12-05 09:30:00-05:00,99932.89825439453,150011.49932861328,0.00037438721134264163
2023-12-06 09:30:00-05:00,99542.39959716797,150011.49932861328,-0.003907608645878469
2023-12-07 09:30:00-05:00,99751.39892578125,150011.49932861328,0.0020996010690828015
2023-12-08 09:30:00-05:00,99690.90026855469,150011.49932861328,-0.0006064943236693265
2023-12-09 09:30:00-05:00,99690.90026855469,150011.49932861328,0.0
2023-12-11 09:30:00-05:00,99445.5990600586,150011.49932861328,-0.002460617848121349
2023-12-12 09:30:00-05:00,99232.1987915039,150011.49932861328,-0.002145899572949528
2023-12-13 09:30:00-05:00,98917.60040283203,150011.49932861328,-0.003170325685646458
2023-12-14 09:30:00-05:00,98036.49932861328,150011.49932861328,-0.008907424670943853
2023-12-15 09:30:00-05:00,98367.60040283203,150011.49932861328,0.0033773245320491974
2023-12-16 09:30:00-05:00,98367.60040283203,150011.49932861328,0.0
2023-12-18 09:30:00-05:00,97994.03812011718,149801.83932861328,-0.003797615080423311
2023-12-19 09:30:00-05:00,97823.53946289062,149801.83932861328,-0.0017398880635735026
2023-12-20 09:30:00-05:00,97666.24026855468,149801.83932861328,-0.0016079891935990576
2023-12-21 09:30:00-05:00,97955.54080566406,149801.83932861328,0.0029621344726067367
2023-12-22 09:30:00-05:00,97677.2409399414,149801.83932861328,-0.0028410834490187886
2023-12-23 09:30:00-05:00,97677.2409399414,224671.71701416015,0.0
2023-12-26 09:30:00-05:00,97620.95505126953,224671.71701416015,-0.0005762436380291058
2023-12-27 09:30:00-05:00,97253.79635986328,224671.71701416015,-0.003761064324902641
2023-12-28 09:30:00-05:00,96867.8757055664,224671.71701416015,-0.0039681808704811194
2023-12-29 09:30:00-05:00,96874.22426208496,172159.6427191162,6.55383064025461e-05
2023-12-30 09:30:00-05:00,96874.22426208496,172159.6427191162,0.0
2024-01-02 09:30:00-05:00,97558.36214050293,172159.6427191162,0.007062124973172379
2024-01-03 09:30:00-05:00,97831.70387634277,172159.6427191162,0.0028018278478905145
2024-01-04 09:30:00-05:00,98168.24464782714,172159.6427191162,0.0034399970372565036
2024-01-05 09:30:00-05:00,98296.22426208496,172159.6427191162,0.0013036763030338516
2024-01-06 09:30:00-05:00,98296.22426208496,172159.6427191162,0.0
2024-01-08 09:30:00-05:00,98147.70387634277,172159.6427191162,-0.0015109470059214702
2024-01-09 09:30:00-05:00,96971.22304138183,258350.76137145996,-0.011986840124586062
2024-01-10 09:30:00-05:00,96188.04011901855,258350.76137145996,-0.008076446782867341
2024-01-11 09:30:00-05:00,95014.98262390136,258350.76137145996,-0.01219546103305258
2024-01-12 09:30:00-05:00,94929.48262390136,258350.76137145996,-0.0008998580817346502
2024-01-13 09:30:00-05:00,94929.48262390136,258350.76137145996,0.0
2024-01-16 09:30:00-05:00,95811.83803161621,258350.76137145996,0.009294851118178071
2024-01-17 09:30:00-05:00,96988.31886657714,258350.76137145996,0.012279075938118611
2024-01-18 09:30:00-05:00,95639.27736267087,387629.44337829587,-0.013909319386823271
2024-01-19 09:30:00-05:00,93397.04713806149,387629.44337829587,-0.023444658789157136
2024-01-20 09:30:00-05:00,93397.04713806149,387629.44337829587,0.0
2024-01-22 09:30:00-05:00,89479.27736267087,387629.44337829587,-0.04194746938411553
2024-01-23 09:30:00-05:00,89479.27736267087,387629.44337829587,0.0
2024-01-24 09:30:00-05:00,87138.48488220212,387629.44337829587,-0.0261601629948488
2024-01-25 09:30:00-05:00,87280.17164978024,387629.44337829587,0.0016259953081541045
2024-01-26 09:30:00-05:00,87274.00563415524,387629.44337829587,-7.064623623498356e-05
2024-01-27 09:30:00-05:00,87274.00563415524,387629.44337829587,0.0
2024-01-29 09:30:00-05:00,87187.75661071774,387629.44337829587,-0.0009882555843608865
2024-01-30 09:30:00-05:00,85444.48488220212,387629.44337829587,-0.019994455601135774
2024-01-31 09:30:00-05:00,86639.52638610837,387629.44337829587,0.013986174830988629
2024-02-01 09:30:00-05:00,89097.36037048337,387629.44337829587,0.02836850669545088
2024-02-02 09:30:00-05:00,86005.04713806149,387629.44337829587,-0.03470712509959284
2024-02-03 09:30:00-05:00,84021.45365051267,161386.1526861572,-0.023063686999259536
2024-02-05 09:30:00-05:00,83381.55075744627,161386.1526861572,-0.0076159464668165144
2024-02-06 09:30:00-05:00,83409.99442199705,161386.1526861572,0.0003411265956605458
2024-02-07 09:30:00-05:00,82972.33133605955,161386.1526861572,-0.005247130022851043
2024-02-08 09:30:00-05:00,82772.78111633298,82772.78111633298,-0.002405021246400074
2024-02-09 09:30:00-05:00,82772.78111633298,82772.78111633298,0.0
2024-02-10 09:30:00-05:00,82772.78111633298,82772.78111633298,0.0
2024-02-12 09:30:00-05:00,82772.78111633298,82772.78111633298,0.0
2024-02-13 09:30:00-05:00,82221.65990051266,41175.67000183102,-0.006658242098277922
2024-02-14 09:30:00-05:00,82409.24071105954,41175.67000183102,0.002281403839010876
2024-02-15 09:30:00-05:00,82616.74071105954,41175.67000183102,0.0025179215123158905
2024-02-16 09:30:00-05:00,82816.77101501462,41175.67000183102,0.00242118367577171
2024-02-17 09:30:00-05:00,82816.77101501462,41175.67000183102,0.0
2024-02-20 09:30:00-05:00,82486.43010314938,41175.67000183102,-0.0039888166106517575
2024-02-21 09:30:00-05:00,82295.53111633298,41175.67000183102,-0.002314307778596869
2024-02-22 09:30:00-05:00,83008.5008123779,41175.67000183102,0.008663528704092816
2024-02-23 09:30:00-05:00,83445.07908996579,41175.67000183102,0.00525944057916039
2024-02-24 09:30:00-05:00,83445.07908996579,41175.67000183102,0.0
