datetime,portfolio_value,cash,return
2022-04-25 09:30:00-04:00,100000.0,100000.0,
2022-04-26 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-27 09:30:00-04:00,100000.0,100000.0,0.0
2022-04-28 09:30:00-04:00,99393.99780273438,150068.798828125,-0.006060021972656204
2022-04-29 09:30:00-04:00,99006.60144042969,225236.4203491211,-0.0038975830620431307
2022-04-30 09:30:00-04:00,99006.60144042969,225236.4203491211,0.0
2022-05-02 09:30:00-04:00,102439.5581665039,225236.4203491211,0.03467401846067575
2022-05-03 09:30:00-04:00,101563.43743896484,225236.4203491211,-0.008552562537560204
2022-05-04 09:30:00-04:00,100946.58435058594,225236.4203491211,-0.006073574348540611
2022-05-05 09:30:00-04:00,98720.5239868164,225236.4203491211,-0.02205186414270799
2022-05-06 09:30:00-04:00,102728.61853027344,225236.4203491211,0.0406004180447046
2022-05-07 09:30:00-04:00,102728.61853027344,225236.4203491211,0.0
2022-05-09 09:30:00-04:00,104516.61853027344,225236.4203491211,0.017405081715112125
2022-05-10 09:30:00-04:00,104698.40325927734,225236.4203491211,0.0017392901871509103
2022-05-11 09:30:00-04:00,106611.5581665039,225236.4203491211,0.0182730094029111
2022-05-12 09:30:00-04:00,109204.16180419922,225236.4203491211,0.024318222923317867
2022-05-13 09:30:00-04:00,107016.84289550781,225236.4203491211,-0.020029629572298036
2022-05-14 09:30:00-04:00,107016.84289550781,225236.4203491211,0.0
2022-05-16 09:30:00-04:00,106042.37707519531,225236.4203491211,-0.009105723865017956
2022-05-17 09:30:00-04:00,104090.48071289062,225236.4203491211,-0.01840675790321622
2022-05-18 09:30:00-04:00,104993.4203491211,225236.4203491211,0.008674564955858166
2022-05-19 09:30:00-04:00,109427.66180419922,225236.4203491211,0.04223351749408222
2022-05-20 09:30:00-04:00,108047.9203491211,225236.4203491211,-0.012608708185201989
2022-05-21 09:30:00-04:00,108047.9203491211,225236.4203491211,0.0
2022-05-23 09:30:00-04:00,108173.08435058594,225236.4203491211,0.0011584119440746221
2022-05-24 09:30:00-04:00,108253.54107666016,225236.4203491211,0.0007437776833048027
2022-05-25 09:30:00-04:00,108328.04107666016,225236.4203491211,0.0006881991966178891
2022-05-26 09:30:00-04:00,106432.75634765625,225236.4203491211,-0.01749579065740403
2022-05-27 09:30:00-04:00,103679.2392578125,225236.4203491211,-0.02587095537439199
2022-05-28 09:30:00-04:00,103679.2392578125,225236.4203491211,0.0
2022-05-31 09:30:00-04:00,101998.5239868164,225236.4203491211,-0.016210721481248247
2022-06-01 09:30:00-04:00,101515.75634765625,225236.4203491211,-0.00473308456132715
2022-06-02 09:30:00-04:00,103229.25634765625,225236.4203491211,0.016879153164478744
2022-06-03 09:30:00-04:00,102341.22216796875,225236.4203491211,-0.008602543611248903
2022-06-04 09:30:00-04:00,102341.22216796875,225236.4203491211,0.0
2022-06-06 09:30:00-04:00,101631.98071289062,225236.4203491211,-0.006930164014595008
2022-06-07 09:30:00-04:00,103622.61853027344,225236.4203491211,0.019586726573856073
2022-06-08 09:30:00-04:00,101885.28253173828,225236.4203491211,-0.01676599205054441
2022-06-09 09:30:00-04:00,103253.10144042969,225236.4203491211,0.013425088243391059
2022-06-10 09:30:00-04:00,107562.17889404297,225236.4203491211,0.04173315274310996
2022-06-11 09:30:00-04:00,107562.17889404297,337777.22174072266,0.0
2022-06-13 09:30:00-04:00,116324.66818237305,337777.22174072266,0.08146440857210413
2022-06-14 09:30:00-04:00,118073.66818237305,337777.22174072266,0.015035503881755563
2022-06-15 09:30:00-04:00,117776.35028076172,337777.22174072266,-0.00251807118545766
2022-06-16 09:30:00-04:00,121769.88604736328,337777.22174072266,0.03390779012154432
2022-06-17 09:30:00-04:00,124684.88604736328,337777.22174072266,0.02393859512085106
2022-06-18 09:30:00-04:00,124684.88604736328,337777.22174072266,0.0
2022-06-21 09:30:00-04:00,120045.95220068359,336857.83074072265,-0.03720526195065477
2022-06-22 09:30:00-04:00,120786.37358740234,336857.83074072265,0.006167816349867072
2022-06-23 09:30:00-04:00,117276.70220068359,336857.83074072265,-0.029056848736162433
2022-06-24 09:30:00-04:00,114501.63429907226,336857.83074072265,-0.02366256766721353
2022-06-25 09:30:00-04:00,114501.63429907226,336857.83074072265,0.0
2022-06-27 09:30:00-04:00,108875.68785742187,336857.83074072265,-0.04913420211065034
2022-06-28 09:30:00-04:00,109353.73433569336,336857.83074072265,0.004390755068271135
2022-06-29 09:30:00-04:00,114600.73433569336,336857.83074072265,0.04798190049818318
2022-06-30 09:30:00-04:00,117509.91643408203,336857.83074072265,0.025385370479974245
2022-07-01 09:30:00-04:00,117323.3521640625,336857.83074072265,-0.0015876470316800173
2022-07-02 09:30:00-04:00,117323.3521640625,336857.83074072265,0.0
2022-07-05 09:30:00-04:00,117719.78789404297,336857.83074072265,0.003379001048538832
2022-07-06 09:30:00-04:00,114087.70928076172,336857.83074072265,-0.030853594610197654
2022-07-07 09:30:00-04:00,112332.87358740234,336857.83074072265,-0.015381461372327543
2022-07-08 09:30:00-04:00,111079.42714575195,336857.83074072265,-0.011158322596235615
2022-07-09 09:30:00-04:00,111079.42714575195,-57383.018075195316,0.0
2022-07-11 09:30:00-04:00,110461.73457983398,-57383.018075195316,-0.00556081879237158
2022-07-12 09:30:00-04:00,109504.72926977539,-57383.018075195316,-0.008663681714747407
2022-07-13 09:30:00-04:00,105785.48457983398,-57383.018075195316,-0.033964238026457205
2022-07-14 09:30:00-04:00,105137.32555273437,-57383.018075195316,-0.006127107416239674
2022-07-15 09:30:00-04:00,109026.22661474609,-57383.018075195316,0.03698877674096002
2022-07-16 09:30:00-04:00,109026.22661474609,-57383.018075195316,0.0
2022-07-18 09:30:00-04:00,111562.28404882812,-57383.018075195316,0.02326098511180641
2022-07-19 09:30:00-04:00,110561.77608374023,-57383.018075195316,-0.00896815598226719
2022-07-20 09:30:00-04:00,113341.43245581054,-57383.018075195316,0.025141205853684845
2022-07-21 09:30:00-04:00,114076.58351782226,-57383.018075195316,0.006486163498051312
2022-07-22 09:30:00-04:00,116147.18776586914,-57383.018075195316,0.018151001583277537
2022-07-23 09:30:00-04:00,116147.18776586914,-57383.018075195316,0.0
2022-07-25 09:30:00-04:00,114768.23192480468,-57383.018075195316,-0.01187248583103162
2022-07-26 09:30:00-04:00,113937.3803317871,-57383.018075195316,-0.007239386536528225
2022-07-27 09:30:00-04:00,114163.57555273437,-57383.018075195316,0.0019852590983624463
2022-07-28 09:30:00-04:00,117439.138296875,-57383.018075195316,0.028691837377041285
2022-07-29 09:30:00-04:00,119914.27608374023,-57383.018075195316,0.02107591917618068
2022-07-30 09:30:00-04:00,119914.27608374023,-57383.018075195316,0.0
2022-08-01 09:30:00-04:00,120597.22926977539,-57383.018075195316,0.0056953451110210995
2022-08-02 09:30:00-04:00,120584.17980078125,-57383.018075195316,-0.00010820703819780508
2022-08-03 09:30:00-04:00,121097.47661474609,-57383.018075195316,0.004256750884012117
2022-08-04 09:30:00-04:00,122867.92980078125,-57383.018075195316,0.01462006670599414
2022-08-05 09:30:00-04:00,120819.08351782226,-57383.018075195316,-0.016675191697955616
2022-08-06 09:30:00-04:00,120819.08351782226,-57383.018075195316,0.0
2022-08-08 09:30:00-04:00,123250.73192480468,-57383.018075195316,0.020126360308168723
2022-08-09 09:30:00-04:00,121932.68245581054,-57383.018075195316,-0.01069404983167388
2022-08-10 09:30:00-04:00,124786.28139379882,-57383.018075195316,0.023403068648329306
2022-08-11 09:30:00-04:00,126617.62767675781,-57383.018075195316,0.014675862302360398
2022-08-12 09:30:00-04:00,126200.03139379882,-57383.018075195316,-0.0032980896153342876
2022-08-13 09:30:00-04:00,126200.03139379882,-57383.018075195316,0.0
2022-08-15 09:30:00-04:00,127391.92714575195,-57383.018075195316,0.009444496477452491
2022-08-16 09:30:00-04:00,128679.53670385742,-57383.018075195316,0.010107465888574696
2022-08-17 09:30:00-04:00,127887.83351782226,-57383.018075195316,-0.00615251815723572
2022-08-18 09:30:00-04:00,128301.07555273437,-57383.018075195316,0.0032312849748488137
2022-08-19 09:30:00-04:00,127483.28670385742,-57383.018075195316,-0.006373982800641609
2022-08-20 09:30:00-04:00,127483.28670385742,-57383.018075195316,0.0
2022-08-22 09:30:00-04:00,124033.72661474609,-57383.018075195316,-0.027058920257716834
2022-08-23 09:30:00-04:00,122228.47926977539,-57383.018075195316,-0.014554487672356009
2022-08-24 09:30:00-04:00,121884.82555273437,-57383.018075195316,-0.0028115682948367526
2022-08-25 09:30:00-04:00,123246.37767675781,-57383.018075195316,0.011170809145838678
2022-08-26 09:30:00-04:00,125051.638296875,-57383.018075195316,0.014647575483734743
2022-08-27 09:30:00-04:00,125051.638296875,-57383.018075195316,0.0
2022-08-29 09:30:00-04:00,117573.98723486328,-57383.018075195316,-0.05979650617818877
2022-08-30 09:30:00-04:00,118291.73457983398,-57383.018075195316,0.006104644078600119
