time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-11-27 09:30:00-05:00,MLTrader,9330383c0d764c44bc86e82f6cf22c5b,SPY,sell,market,new,1,gtc,0.0,1,stock
