time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-01-19 09:30:00-05:00,MLTrader,606d113d5ffb45efaceaa7195c3f99c3,SPY,sell,market,new,1,gtc,0.0,1,stock
