datetime,portfolio_value,cash,return
2024-05-24 09:30:00-04:00,100000.0,100000.0,
2024-05-25 09:30:00-04:00,100000.0,100000.0,0.0
2024-05-28 09:30:00-04:00,100000.0,100000.0,0.0
2024-05-29 09:30:00-04:00,100000.0,100000.0,0.0
2024-05-30 09:30:00-04:00,100000.0,100000.0,0.0
2024-05-31 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-01 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-04 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-06 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-07 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-08 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-10 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-11 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2024-06-13 09:30:00-04:00,100000.0,100000.0,0.0
