time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-11-27 09:30:00-05:00,MLTrader,f91edab14a5c42978ab62470a1cf16d0,SPY,sell,market,new,1,gtc,0.0,1,stock
