time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-01-19 09:30:00-05:00,MLTrader,848a08fdfdef43eea3655ce1ec2e003b,SPY,sell,market,new,1,gtc,0.0,1,stock
